유닛ID,등급,유닛이름,실제이름,능력ID,base,능력이름,발동확률,피해배수,추가피해,쿨다운,사거리,반경
h04P,초월함,"각성 도플라밍고 ""어둠의 조커""드레스로자의 악몽 - 초월함",,A0AK,ACbh,!흉탄,20.0,,0.0,,,
h04P,초월함,"각성 도플라밍고 ""어둠의 조커""드레스로자의 악몽 - 초월함",,A0AJ,AHad,B열매각성 방깍,,,,,,850.0
h04Q,불멸의,빅 맘 강철 풍선 - 불멸의,,A0IU,ACbh,!대자재천신,0.0,,0.0,,,
h04Q,불멸의,빅 맘 강철 풍선 - 불멸의,,A0IT,ACbh,!강철 풍선,20.0,,0.0,,,
h04Q,불멸의,빅 맘 강철 풍선 - 불멸의,,A060,ACbh,!프로메테우스,0.0,,0.0,,,
h04Q,불멸의,빅 맘 강철 풍선 - 불멸의,,A0DT,AOae,A흉포한 광기,,,,,,888.0
h04Q,불멸의,빅 맘 강철 풍선 - 불멸의,,A14R,ACbh,!영혼 포식,0.0,,0.0,,,
h04R,초월함,몽키.D.루피 명왕 레일리의 제자 - 초월함,,A0TY,Asph,스피어 루피초월,,,,0.0,,
h04R,초월함,몽키.D.루피 명왕 레일리의 제자 - 초월함,,A0LN,Arsg,T특성강화,,,,5.0,,
h04R,초월함,몽키.D.루피 명왕 레일리의 제자 - 초월함,,A0KE,ACbh,!숙련된 패기,6.25,,625000.0,,,
h04R,초월함,몽키.D.루피 명왕 레일리의 제자 - 초월함,,A0KD,ACbh,!기간트 개틀링,0.0,,0.0,,,
h04R,초월함,몽키.D.루피 명왕 레일리의 제자 - 초월함,,A0KA,ACbh,!레드호크,10.619999885559082,,1062500.0,,,
h04R,초월함,몽키.D.루피 명왕 레일리의 제자 - 초월함,,A051,ACbh,!고무고무 열매,18.0,5.0,0.0,,,
h04R,초월함,몽키.D.루피 명왕 레일리의 제자 - 초월함,,A07O,Asph,스피어 초월함,,,,0.0,,
h04S,초월함,바솔로뮤 쿠마 마지막 의식을 가진 혁명군 - 초월함,,A07O,Asph,스피어 초월함,,,,0.0,,
h04T,초월함,브룩 소울 킹 - 초월함,,A0R0,Arsg,T특성강화,,,,5.0,,
h04T,초월함,브룩 소울 킹 - 초월함,,A0Q7,AOae,A자장가 프람,,,,,,99999.0
h04T,초월함,브룩 소울 킹 - 초월함,,A0HY,ACbh,!판타지아,0.0,,0.0,,,
h04T,초월함,브룩 소울 킹 - 초월함,,A0SR,AOae,A오바드 꾸 드로와,,,,,,875.0
h04T,초월함,브룩 소울 킹 - 초월함,,A04D,ACbh,!소울 솔리드,17.5,,0.0,,,
h04T,초월함,브룩 소울 킹 - 초월함,,A0AP,AHfa,!프렐류드 브룩초월,,,,,,
h04T,초월함,브룩 소울 킹 - 초월함,,A07O,Asph,스피어 초월함,,,,0.0,,
h04U,초월함,샹크스 마린포드 정상해전 종결자 - 초월함,,A0S2,Arsg,T특성강화,,,,5.0,,
h04U,초월함,샹크스 마린포드 정상해전 종결자 - 초월함,,A0I2,ANpi,!패왕색의패기- 샹크스초월,,,,,,1051.0
h04U,초월함,샹크스 마린포드 정상해전 종결자 - 초월함,,A0I1,AOae,$카리스마1,,,,,,
h04U,초월함,샹크스 마린포드 정상해전 종결자 - 초월함,,A0I0,ACbh,!하늘을 찢는 패기,0.0,,0.0,,,
h04U,초월함,샹크스 마린포드 정상해전 종결자 - 초월함,,A03W,ACbh,!패기의 검술,12.0,10.0,500000.0,,,
h04U,초월함,샹크스 마린포드 정상해전 종결자 - 초월함,,A07O,Asph,스피어 초월함,,,,0.0,,
h04V,초월함,쿠잔 전 해군대장 아오키지  - 초월함,,A0ZG,ACbh,!아이스에이지-아오초,0.0,,0.0,,,
h04V,초월함,쿠잔 전 해군대장 아오키지  - 초월함,,A0ZF,Afra,!아이스 사브르1,,,,,,
h04V,초월함,쿠잔 전 해군대장 아오키지  - 초월함,,A0SU,Arsg,T특성강화,,,,5.0,,
h04V,초월함,쿠잔 전 해군대장 아오키지  - 초월함,,A0FR,ACbh,!아이스타임-아오초,0.0,,0.0,,,
h04V,초월함,쿠잔 전 해군대장 아오키지  - 초월함,,A0G1,ACbh,!페잔트백-아오초1,0.0,,0.0,,,
h04V,초월함,쿠잔 전 해군대장 아오키지  - 초월함,,A0D5,AOae,A!빙빙열매,,,,,,825.0
h04V,초월함,쿠잔 전 해군대장 아오키지  - 초월함,,A07O,Asph,스피어 초월함,,,,0.0,,
h04W,초월함,우솝 10톤해머 G.O.D - 초월함,,A0TH,AHad,B우솝갓,,,,,,1085.0
h04W,초월함,우솝 10톤해머 G.O.D - 초월함,,A0PH,AHad,B우솝의 허풍1,,,,,,99999.0
h04W,초월함,우솝 10톤해머 G.O.D - 초월함,,A0G4,ACbh,!화염성,100.0,,0.0,,,
h04W,초월함,우솝 10톤해머 G.O.D - 초월함,,A0F7,ACbh,!파이어버드스타-우솝초월,0.0,,0.0,,,
h04W,초월함,우솝 10톤해머 G.O.D - 초월함,,A07O,Asph,스피어 초월함,,,,0.0,,
h04W,초월함,우솝 10톤해머 G.O.D - 초월함,,A0AF,AEme,6변신1,,,,45.0,,
h04W,초월함,우솝 10톤해머 G.O.D - 초월함,,A0AG,ACbh,10톤 해머,20.0,7.0,0.0,,,
h04X,초월함,우솝 G.O.D - 초월함,,A0TH,AHad,B우솝갓,,,,,,1085.0
h04X,초월함,우솝 G.O.D - 초월함,,A0PH,AHad,B우솝의 허풍1,,,,,,99999.0
h04X,초월함,우솝 G.O.D - 초월함,,A0LQ,Arsg,T특성강화,,,,5.0,,
h04X,초월함,우솝 G.O.D - 초월함,,A0HK,ACbh,!저격왕-우솝초,,3.5,0.0,,,
h04X,초월함,우솝 G.O.D - 초월함,,A0F7,ACbh,!파이어버드스타-우솝초월,0.0,,0.0,,,
h04X,초월함,우솝 G.O.D - 초월함,,A0G4,ACbh,!화염성,100.0,,0.0,,,
h04X,초월함,우솝 G.O.D - 초월함,,A07O,Asph,스피어 초월함,,,,0.0,,
h04X,초월함,우솝 G.O.D - 초월함,,A0AF,AEme,6변신1,,,,45.0,,
h04Y,불멸의,광분한 빅 맘 강철 풍선 - 불멸의,,A0QE,AIsx,상초강 공속,,,,,,
h04Y,불멸의,광분한 빅 맘 강철 풍선 - 불멸의,,A060,ACbh,!프로메테우스,0.0,,0.0,,,
h04Y,불멸의,광분한 빅 맘 강철 풍선 - 불멸의,,A0DU,AEme,6변신,,,,8.0,,
h04Y,불멸의,광분한 빅 맘 강철 풍선 - 불멸의,,A0DT,AOae,A흉포한 광기,,,,,,888.0
h04Y,불멸의,광분한 빅 맘 강철 풍선 - 불멸의,,A0IT,ACbh,!강철 풍선,20.0,,0.0,,,
h04Z,초월함,쵸파 밀짚모자 해적단 의사 - 초월함,,A0ZI,AEme,6변신1,,,,10.75,,
h04Z,초월함,쵸파 밀짚모자 해적단 의사 - 초월함,,A0Z9,ACbh,!괴풍,0.0,,0.0,,,
h04Z,초월함,쵸파 밀짚모자 해적단 의사 - 초월함,,A0SM,ACbh,!용용열매-열식,0.0,,0.0,,,
h04Z,초월함,쵸파 밀짚모자 해적단 의사 - 초월함,,A0SB,AOae,A덩쿨 뿌리1,,,,,,500.0
h04Z,초월함,쵸파 밀짚모자 해적단 의사 - 초월함,,A0ZV,ACbh,!브레스-카이도,30.0,1.0,1.0,,,
h04Z,초월함,쵸파 밀짚모자 해적단 의사 - 초월함,,A13H,AHtb,!초월위습-랜덤 조합유닛선택권,,,,3.0,99999.0,
h050,초월함,"시라호시 ""포세이돈"" 해왕류를 다스리는 인어공주 - 초월함",,A0WV,Arsg,T특성강화,,,,5.0,,
h050,초월함,"시라호시 ""포세이돈"" 해왕류를 다스리는 인어공주 - 초월함",,A0HH,ACbh,!해왕류 다이브-패시브,0.0,,0.0,,,
h050,초월함,"시라호시 ""포세이돈"" 해왕류를 다스리는 인어공주 - 초월함",,A0HN,ACbh,!인어공주,17.0,3.0,250000.0,,,
h050,초월함,"시라호시 ""포세이돈"" 해왕류를 다스리는 인어공주 - 초월함",,A0HI,ACbh,!해왕류 대습격-시라호시패시브,0.0,,0.0,,,
h050,초월함,"시라호시 ""포세이돈"" 해왕류를 다스리는 인어공주 - 초월함",,A0EQ,ACbh,!해류조정-시라호시,0.0,,0.0,,,
h050,초월함,"시라호시 ""포세이돈"" 해왕류를 다스리는 인어공주 - 초월함",,A07O,Asph,스피어 초월함,,,,0.0,,
h051,초월함,아카이누 신 해군원수  - 초월함,,A0YQ,ACbh,!철저한 정의,0.0,,0.0,,,
h051,초월함,아카이누 신 해군원수  - 초월함,,A0LO,Arsg,T특성강화,,,,0.5,0.0,
h051,초월함,아카이누 신 해군원수  - 초월함,,A0HG,ACbh,!유성화산-아카초,0.0,,0.0,,,
h051,초월함,아카이누 신 해군원수  - 초월함,,A0HB,ACbh,!명구,0.0,,0.0,,,
h051,초월함,아카이누 신 해군원수  - 초월함,,A0E8,ACbh,!지천을 녹이는열기-아카초,0.0,,0.0,,,
h051,초월함,아카이누 신 해군원수  - 초월함,,A06S,ACbh,!용암용암열매,0.0,,0.0,,,
h051,초월함,아카이누 신 해군원수  - 초월함,,A07O,Asph,스피어 초월함,,,,0.0,,
h052,초월함,쵸파 슈퍼 쵸파 탱크 - 초월함,,A0HM,ACbh,!쵸파 탱크,0.0,,0.0,,,
h052,초월함,쵸파 슈퍼 쵸파 탱크 - 초월함,,A0HL,AHad,B애교-쵸초,,,,,,825.0
h052,초월함,쵸파 슈퍼 쵸파 탱크 - 초월함,,A0H8,AOae,$스피드포인트-초월,,,,,,825.0
h052,초월함,쵸파 슈퍼 쵸파 탱크 - 초월함,,A04G,ACac,#선의-쵸초,,,,,,850.0
h052,초월함,쵸파 슈퍼 쵸파 탱크 - 초월함,,A0G8,ACac,#의료품-쵸초,,,,,,850.0
h052,초월함,쵸파 슈퍼 쵸파 탱크 - 초월함,,A07O,Asph,스피어 초월함,,,,0.0,,
h053,초월함,프랑키 무적의 아이언 파이러츠 - 초월함,,A0G7,AOws,!조선공,,,,200.0,,0.0
h053,초월함,프랑키 무적의 아이언 파이러츠 - 초월함,,A0G6,ACbh,!프랑키 라디칼 빔,0.0,,0.0,,,
h053,초월함,프랑키 무적의 아이언 파이러츠 - 초월함,,A0AC,AIba,!솔져도크 시스템,,,,,,800.0
h053,초월함,프랑키 무적의 아이언 파이러츠 - 초월함,,A0AD,AIba,!베가펑크의 지식,,,,,,715.0
h053,초월함,프랑키 무적의 아이언 파이러츠 - 초월함,,A069,ACbh,!꾸드방-프랑초,0.0,,0.0,,,
h053,초월함,프랑키 무적의 아이언 파이러츠 - 초월함,,A07O,Asph,스피어 초월함,,,,0.0,,
h054,랜덤전용,mm 랜덤전용,,A10T,Arsg,T특성강화,,,,5.0,,
h054,랜덤전용,mm 랜덤전용,,A0CQ,ANbl,D수술열매 워프1,,,,8.0,,
h054,랜덤전용,mm 랜덤전용,,A0J9,ACbh,!수술수술열매 '분해',0.0,,0.0,,,
h054,랜덤전용,mm 랜덤전용,,A0I3,ACbh,!샴블즈,0.0,,0.0,,,
h054,랜덤전용,mm 랜덤전용,,A07O,Asph,스피어 초월함,,,,0.0,,
h054,랜덤전용,mm 랜덤전용,,A04Z,ACce,!요도 - 키쿄쿠1,,,,,,375.0
h054,랜덤전용,mm 랜덤전용,,A05I,AIcs,!수술수술열매- 룸,,,,,,
h057,영원한,알라바스타의 왕녀-ver파이러츠 네펠타리 비비 - 영원한,,A0US,Asph,스피어 비비영원,,,,0.0,,
h057,영원한,알라바스타의 왕녀-ver파이러츠 네펠타리 비비 - 영원한,,A0M1,ACbh,!3연사,0.0,,0.0,,,
h057,영원한,알라바스타의 왕녀-ver파이러츠 네펠타리 비비 - 영원한,,A0QI,ACbh,!난사,0.0,,0.0,,,
h057,영원한,알라바스타의 왕녀-ver파이러츠 네펠타리 비비 - 영원한,,A0OU,ACbh,!웨스턴 액션,0.0,5.0,0.0,,,
h057,영원한,알라바스타의 왕녀-ver파이러츠 네펠타리 비비 - 영원한,,A0M2,ACbh,!헤드샷,0.0,,0.0,,,
h057,영원한,알라바스타의 왕녀-ver파이러츠 네펠타리 비비 - 영원한,,A0M0,Arsg,T알라바스타 강화-비영,,,,5.0,,
h057,영원한,알라바스타의 왕녀-ver파이러츠 네펠타리 비비 - 영원한,,A0LZ,ACbh,!알라바스타-비영,10.0,5.0,0.0,,,
h058,영원한,세계 최강의 대검호 쥬라클 미호크 - 영원한,,A0HP,AOae,A매의눈,,,,,,
h058,영원한,세계 최강의 대검호 쥬라클 미호크 - 영원한,,A0I4,ACce,!흑도 요루,,,,,,415.0
h058,영원한,세계 최강의 대검호 쥬라클 미호크 - 영원한,,A0HV,ACbh,!흑도-일섬,14.0,3.5,0.0,,,
h058,영원한,세계 최강의 대검호 쥬라클 미호크 - 영원한,,A0G3,ACbh,!최강의 참격,100.0,,0.0,,,
h058,영원한,세계 최강의 대검호 쥬라클 미호크 - 영원한,,A0CX,ACbh,!흑도 밤 폭풍-패기를머금은 흑도,0.0,,0.0,,,
h059,영원한,'화권의' 포트거스.D.에이스 - 영원한,,A0IK,ACbh,!불기둥,0.0,,0.0,,,
h059,영원한,'화권의' 포트거스.D.에이스 - 영원한,,A0FF,AOae,A대염계1,,,,,,
h059,영원한,'화권의' 포트거스.D.에이스 - 영원한,,A0GG,ACbh,!염제-에영,0.0,,0.0,,,
h059,영원한,'화권의' 포트거스.D.에이스 - 영원한,,A068,ACbh,!이글이글열매,0.0,,0.0,,,
h059,영원한,'화권의' 포트거스.D.에이스 - 영원한,,A0MB,ACbh,!이글이글열매 - 형화 화달마,0.0,,0.0,,,
h059,영원한,'화권의' 포트거스.D.에이스 - 영원한,,A0CD,Asph,스피어 에변,,,,0.0,,
h05A,영원한,천냥광대 버기 - 영원한,,A0W2,AEfk,!수전노1,,,,1.25,,0.0
h05A,영원한,천냥광대 버기 - 영원한,,A0RE,Aasl,버기 이동속도 감소,,,,,,800.0
h05A,영원한,천냥광대 버기 - 영원한,,A0M8,ACbh,!해적파견조직총수,7.769999980926514,7.769999980926514,3333333.0,,,
h05A,영원한,천냥광대 버기 - 영원한,,A0M7,AHad,B전설을 살아가는 사나이,,,,,,800.0
h05A,영원한,천냥광대 버기 - 영원한,,A03L,AOae,$허세,,,,,,825.0
h05A,영원한,천냥광대 버기 - 영원한,,A04E,ACac,#언변,,,,,,825.0
h05B,영원한,해적왕자-롬멜의 카마이타치 카벤딧슈 - 영원한,,A0F3,ACbh,!기면증,0.0,,0.0,,,
h05B,영원한,해적왕자-롬멜의 카마이타치 카벤딧슈 - 영원한,,A0F2,ACbh,!미검 백조의호수,0.0,,0.0,,,
h05B,영원한,해적왕자-롬멜의 카마이타치 카벤딧슈 - 영원한,,A0F0,ACbh,!미검 블루버드,0.0,,0.0,,,
h05B,영원한,해적왕자-롬멜의 카마이타치 카벤딧슈 - 영원한,,A0EC,AHad,B미공자,,,,,,
h05B,영원한,해적왕자-롬멜의 카마이타치 카벤딧슈 - 영원한,,A0EA,ACbh,!듀랜달,20.0,10.0,400000.0,,,
h05C,영원한,'아마존릴리의 여제'  보아 핸콕 - 영원한,,A0RN,Arsg,T특성강화,,,,5.0,,
h05C,영원한,'아마존릴리의 여제'  보아 핸콕 - 영원한,,A0J8,ACbh,!패왕색의패기 -핸콕,0.0,,0.0,,,
h05C,영원한,'아마존릴리의 여제'  보아 핸콕 - 영원한,,A0J7,ACbh,!쿠사의 패기,,8.0,500000.0,,,
h05C,영원한,'아마존릴리의 여제'  보아 핸콕 - 영원한,,A0IN,ACbh,!파퓸 페뮤르,0.0,,0.0,,,
h05C,영원한,'아마존릴리의 여제'  보아 핸콕 - 영원한,,A0IM,AHad,B석화-핸영,,,,,,850.0
h05C,영원한,'아마존릴리의 여제'  보아 핸콕 - 영원한,,A0RO,Absk,매료매료열매-영원 액티브,,,,9.0,,
h05E,제한됨,에넬 G.O.D - 제한됨,,A0DB,Aroc,!쿠릉쿠릉열매,,,,0.0,,600.0
h05E,제한됨,에넬 G.O.D - 제한됨,,A0U4,AIba,!전류방출-에넬제한,,,,,,700.0
h05E,제한됨,에넬 G.O.D - 제한됨,,A0NT,ANbl,D멘트라-제한됨,,,,5.0,,
h05E,제한됨,에넬 G.O.D - 제한됨,,A05M,ACbh,!뇌영,50.0,,500000.0,,,
h05F,제한됨,크로커다일 사막의 악어 - 제한됨,,A0EE,ACbh,!사막의 대검,0.0,,0.0,,,
h05F,제한됨,크로커다일 사막의 악어 - 제한됨,,A0CL,Asph,스피어 크로커 제한됨,,,,0.0,,
h05F,제한됨,크로커다일 사막의 악어 - 제한됨,,A0CK,ACbh,!금강보도,0.0,,0.0,,,
h05F,제한됨,크로커다일 사막의 악어 - 제한됨,,A0CJ,AHad,B!수분흡수1,,,,,,850.0
h05F,제한됨,크로커다일 사막의 악어 - 제한됨,,A0CG,AOae,!모래모래 열매,,,,,,800.0
h05G,제한됨,패트릭 레드필드 붉은백작 - 제한됨,,A0G5,ACbh,!휩쓸기-패트릭,0.0,,0.0,,,
h05G,제한됨,패트릭 레드필드 붉은백작 - 제한됨,,A0GM,ACbh,!끓어오르는피,20.0,,252500.0,,,
h05G,제한됨,패트릭 레드필드 붉은백작 - 제한됨,,A0W7,ANbl,D박쥐박쥐열매,,,,3.5,,
h05G,제한됨,패트릭 레드필드 붉은백작 - 제한됨,,A0GK,ACbh,!단신 최강,100.0,,850000.0,,,
h05G,제한됨,패트릭 레드필드 붉은백작 - 제한됨,,A0AS,AIsx,!패트릭 공속증가 아이템1,,,,,,
h05H,특수함,모건 타락한 해군 - 특수함,,A0EP,ACbh,!탐욕-모건,11.0,8.0,50000.0,,,
h05I,제한됨,레베카 콜로세움 전설의  후예 - 제한됨,,A0QW,ACbh,!전설의 후예,0.0,,0.0,,,
h05I,제한됨,레베카 콜로세움 전설의  후예 - 제한됨,,A0QV,ACbh,!배수의 검무,16.0,2.5,0.0,,,
h05I,제한됨,레베카 콜로세움 전설의  후예 - 제한됨,,A0IV,ACbh,!트루에노 바스타드,33.0,,0.0,,,
h05I,제한됨,레베카 콜로세움 전설의  후예 - 제한됨,,A0H4,AHad,B급소분석,,,,,,850.0
h04H,희귀함,쥬라클 미호크 칠무해 - 희귀함,,A07Y,Absk,!#@#!!창고로 이동,,,,0.009999999776482582,,
h04H,희귀함,쥬라클 미호크 칠무해 - 희귀함,,A0CW,ACbh,!흑도 요루,0.0,,0.0,,,
h04H,희귀함,쥬라클 미호크 칠무해 - 희귀함,,A0B9,AHpx,!@#판매,,,,0.0,,0.0
h05K,희귀함,페로나 홀로홀로열매-네거티브 - 희귀함,,A07Y,Absk,!#@#!!창고로 이동,,,,0.009999999776482582,,
h05K,희귀함,페로나 홀로홀로열매-네거티브 - 희귀함,,A064,AOae,홀로홀로열매,,,,,,800.0
h05K,희귀함,페로나 홀로홀로열매-네거티브 - 희귀함,,A0B9,AHpx,!@#판매,,,,0.0,,0.0
h05L,희귀함,사보 혁명군 참모 - 희귀함,,A0PF,AHad,B참모장,,,,,,800.0
h05L,희귀함,사보 혁명군 참모 - 희귀함,,A0JV,Asph,스피어 혁명군,,,,0.0,,
h05L,희귀함,사보 혁명군 참모 - 희귀함,,A07Y,Absk,!#@#!!창고로 이동,,,,0.009999999776482582,,
h05L,희귀함,사보 혁명군 참모 - 희귀함,,A0B9,AHpx,!@#판매,,,,0.0,,0.0
h05M,초월함,후지토라 해군 대장 '성난 보라호랑이' - 초월함,,A0GR,ACbh,!중력장,0.0,,0.0,,,
h05M,초월함,후지토라 해군 대장 '성난 보라호랑이' - 초월함,,A0GV,ACbh,!씽크홀,0.0,,0.0,,,
h05M,초월함,후지토라 해군 대장 '성난 보라호랑이' - 초월함,,A0FW,AOae,A중력중력열매,,,,,,
h05M,초월함,후지토라 해군 대장 '성난 보라호랑이' - 초월함,,A0FY,ACbh,!중력검,0.0,,0.0,,,
h05M,초월함,후지토라 해군 대장 '성난 보라호랑이' - 초월함,,A0E7,ACbh,!중압,0.0,,0.0,,,
h05M,초월함,후지토라 해군 대장 '성난 보라호랑이' - 초월함,,A07O,Asph,스피어 초월함,,,,0.0,,
h05O,특수함,아이스버그 워터세븐의 조선공 - 특수함,,A0Q3,AOws,!조선공-아이스버그,,,,200.0,,0.0
h05O,특수함,아이스버그 워터세븐의 조선공 - 특수함,,A0IL,ACbh,!조선공의 망치,50.0,,500000.0,,,
h05P,특수함,요정 드레스로자 지하 톤타타왕국의 소인족 - 특수함,,A0OV,Asph,스피어 요정날개,,,,0.0,,
h05P,특수함,요정 드레스로자 지하 톤타타왕국의 소인족 - 특수함,,A0A9,AHtb,요정 도둑질,,,,100.0,250.0,
h05Q,특수함,블고리 임펠다운 간수 - 특수함,,A0EF,AHad,B간수,,,,,,850.0
h05R,특수함,페루 알라바스타의 수호신 - 특수함,,A0PE,ACac,#왕가의 수호신,,,,,,650.0
h05R,특수함,페루 알라바스타의 수호신 - 특수함,,A0PD,Aroa,!격려-페루,,,,40.0,,900.0
h05S,변화된,돈키호테 도플라밍고 하늘귀신 - 변화된,,A061,ACbh,!하늘귀신,0.0,,0.0,,,
h05S,변화된,돈키호테 도플라밍고 하늘귀신 - 변화된,,A0F5,ACbh,!오버히트,0.0,,0.0,,,
h05S,변화된,돈키호테 도플라밍고 하늘귀신 - 변화된,,A067,ACbh,!실실열매,0.0,,0.0,,,
h05T,변화된,벤 베크만 붉은머리 해적단 부선장 - 변화된,,A0PO,ACbh,!제압-벤베크만,0.0,,0.0,,,
h05T,변화된,벤 베크만 붉은머리 해적단 부선장 - 변화된,,A07I,Asph,스피어 코비변이벤베변이,,,,0.0,,
h05T,변화된,벤 베크만 붉은머리 해적단 부선장 - 변화된,,A0JY,ANbl,D도약1,,,,5.0,,
h05T,변화된,벤 베크만 붉은머리 해적단 부선장 - 변화된,,A041,ACbh,!패기의 탄환,20.0,,0.0,,,
h05V,변화된,포트거스.D.에이스 스페이드 해적단 선장 - 변화된,,A131,AOae,A염계,,,,,,
h05V,변화된,포트거스.D.에이스 스페이드 해적단 선장 - 변화된,,A0IJ,ACbh,!불기둥,0.0,,0.0,,,
h05V,변화된,포트거스.D.에이스 스페이드 해적단 선장 - 변화된,,A0D1,ACbh,!이글이글열매,0.0,,0.0,,,
h05V,변화된,포트거스.D.에이스 스페이드 해적단 선장 - 변화된,,A0CD,Asph,스피어 에변,,,,0.0,,
h05W,변화된,비비 알라바스타의 왕녀 - 변화된,,A0WD,Aroc,!공작스트링-비변,,,,0.0,,650.0
h05W,변화된,비비 알라바스타의 왕녀 - 변화된,,A03P,AOae,A공작슬래셔-비변,,,,,,850.0
h05W,변화된,비비 알라바스타의 왕녀 - 변화된,,A0FG,AHad,B매혹의 향수,,,,,,750.0
h05X,희귀함,[히든]실버즈 레일리 세계의 진실을 아는 자 - 희귀함,,A07Y,Absk,!#@#!!창고로 이동,,,,0.009999999776482582,,
h05X,희귀함,[히든]실버즈 레일리 세계의 진실을 아는 자 - 희귀함,,A01S,AHwe,[조합],,,,0.0,,0.0
h05X,희귀함,[히든]실버즈 레일리 세계의 진실을 아는 자 - 희귀함,,A03N,ACbh,!명왕의 검술,10.0,,50000.0,,,
h05X,희귀함,[히든]실버즈 레일리 세계의 진실을 아는 자 - 희귀함,,A0OE,AHpx,!@#판매,,,,0.0,,0.0
h05Y,희귀함,고대의 배 특수 - 희귀함,,A023,AHwe,[조,,,,0.0,,0.0
h05Y,희귀함,고대의 배 특수 - 희귀함,,A0OD,Aroa,!레일리 도박-고대의 배,,,,,,0.0
h05Y,희귀함,고대의 배 특수 - 희귀함,,A0OC,AHtc,!랜덤유닛도박-고대의배1,,,,0.0,,0.0
h05Y,희귀함,고대의 배 특수 - 희귀함,,A0OE,AHpx,!@#판매,,,,0.0,,0.0
h05Z,희귀함,[히든]파이러츠 도킹6 완전한 거대 로봇 전사 - 희귀함,,A07Y,Absk,!#@#!!창고로 이동,,,,0.009999999776482582,,
h05Z,희귀함,[히든]파이러츠 도킹6 완전한 거대 로봇 전사 - 희귀함,,A0B9,AHpx,!@#판매,,,,0.0,,0.0
h065,랜덤전용,메구밍 - 랜덤전용,,A0KK,Arsg,T랜덤유닛강화,,,,5.0,,
h065,랜덤전용,메구밍 - 랜덤전용,,A0LB,ANcl,N폭렬마법1,,,,250.0,1000.0,800.0
h066,초월함,거대식물 보잉열도 생물체 - 초월함,,A07O,Asph,스피어 초월함,,,,0.0,,
h067,영원한,세계의 가희 우타 - 영원한,,A17I,ACbh,!토트 무지카,20.0,,0.0,,,
h067,영원한,세계의 가희 우타 - 영원한,,A16U,AOae,$가희,,,,,,1250.0
h067,영원한,세계의 가희 우타 - 영원한,,A16X,ACce,!노래노래열매-방무뎀,,,,,,350.0
h067,영원한,세계의 가희 우타 - 영원한,,A157,ACbh,!신시대-라이브,20.0,,0.0,,,
h067,영원한,세계의 가희 우타 - 영원한,,A158,ACbh,!우타월드,20.0,,0.0,,,
h067,영원한,세계의 가희 우타 - 영원한,,A159,ACbh,!음표사출,20.0,,0.0,,,
h06O,희귀함,장난감희귀함,,A0J6,Aspt,스폰 히드라-희귀장난감,,,,,,
h06P,전설적인,장난감 - 전설적인,,A0J1,Asph,스피어 슈가 폭탄,,,,0.0,,
h06T,랜덤전용,뱀파이어 - 랜덤전용,,A0KK,Arsg,T랜덤유닛강화,,,,5.0,,
h06T,랜덤전용,뱀파이어 - 랜덤전용,,A0KR,ACbh,!뱀파이어-랜유,0.0,,0.0,,,
h06U,랜덤전용,k' - 랜덤전용,,A0KK,Arsg,T랜덤유닛강화,,,,5.0,,
h06U,랜덤전용,k' - 랜덤전용,,A0KT,ACbh,!체인드라이브,18.0,6.25,400000.0,,,
h06U,랜덤전용,k' - 랜덤전용,,A0KS,ANbl,D블랙아웃-랜유,,,,8.0,,
h06V,랜덤전용,나루토 선인모드 - 랜덤전용,,A0L1,ACbh,!대옥나선환,0.0,,0.0,,,
h06V,랜덤전용,나루토 선인모드 - 랜덤전용,,A0Y3,AHwe,[조합],,,,0.0,,0.0
h06V,랜덤전용,나루토 선인모드 - 랜덤전용,,A0KO,ACbh,!풍둔 나선 수리검,0.0,,0.0,,,
h06W,랜덤전용,요츠바! - 랜덤전용,,A0KK,Arsg,T랜덤유닛강화,,,,5.0,,
h06W,랜덤전용,요츠바! - 랜덤전용,,A0KI,AIba,!동심,,,,,,750.0
h06X,랜덤전용,센토 이스즈 - 랜덤전용,,A0ZT,AHwe,[조합]+랜유랜덤,,,,0.0,,0.0
h06X,랜덤전용,센토 이스즈 - 랜덤전용,,A0H6,ACbh,!슈타인베르거,4.25,,0.0,,,
h06X,랜덤전용,센토 이스즈 - 랜덤전용,,A0LC,AHtb,C저격1,,,,300.0,99999.0,
h06Y,랜덤전용,신의손 - 카미조 토우마 랜덤전용,,A0GL,ACbh,!신의 손,100.0,3.0,0.0,,,
h06Y,랜덤전용,신의손 - 카미조 토우마 랜덤전용,,A0Y6,AHwe,[조합],,,,0.0,,0.0
h06Y,랜덤전용,신의손 - 카미조 토우마 랜덤전용,,A11K,ANht,7판단력,,,,30.0,,900.0
h06Z,랜덤전용,전투펭귄- 엘리자베스 랜덤전용,,A0KK,Arsg,T랜덤유닛강화,,,,5.0,,
h06Z,랜덤전용,전투펭귄- 엘리자베스 랜덤전용,,A0KW,ACbh,!액션펭귄,14.0,14.899999618530273,0.0,,,
h070,랜덤전용,이사야마 요미 - 랜덤전용,,A0Y9,AHwe,[조합],,,,0.0,,0.0
h070,랜덤전용,이사야마 요미 - 랜덤전용,,A0KU,ACbh,!영능력,14.0,2.5,0.0,,,
h070,랜덤전용,이사야마 요미 - 랜덤전용,,A0L6,AHad,B살생석,,,,,,800.0
