유닛ID,유닛이름,스킬트리거,함수,호출,RRD순번,계산식앞,공격타입,피해타입,방어무시,주의
H0B3,다섯번째 황제,Snake_Attack_BlackMamba,Trig_Snake_Attack_BlackMamba_Func030A,RRD,2,(112500.00*(1+(0.01*(GetUnitMoveSpeed(GetEnumUnit())*0.30))),HERO,NORMAL,X,
H0B2,다섯번째 황제,Snake_2,Trig_Snake_2_Func002Func002Func006A,RRD,1,(350000.00*(1+(0.01*(GetUnitMoveSpeed(GetEnumUnit())*0.40))),MAGIC,UNIVERSAL,O,
H0B2,다섯번째 황제,Snake_2,Trig_Snake_2_Actions,RRD,2,350000.00,MAGIC,UNIVERSAL,O,
H0B2,다섯번째 황제,Snake_3_Kingkobra,Trig_Snake_3_Kingkobra_Func012Func016A,RRD,1,(3500000.00*(1+(0.01*(GetUnitMoveSpeed(GetEnumUnit())*0.10)),MAGIC,UNIVERSAL,O,
H0B2,다섯번째 황제,Snake_3_Kingkobra,Trig_Snake_3_Kingkobra_Actions,RRD,2,1875000.00,MAGIC,UNIVERSAL,O,
H0B4,유스타스'캡틴',Kid_Skill_3_item,Trig_Kid_Skill_3_item_Func004Func007Func005A,RRD,1,(450000.00*(1+(s__TrigVariables__get_realD(GlobalTV)*0.01))),NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
H0B4,유스타스'캡틴',Kid_Skill_3,Trig_Kid_Skill_3_Func003Func006A,RRD,1,(300000.00*(1+(s__TrigVariables__get_realD(GlobalTV)*0.01))),NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
H0B4,유스타스'캡틴',Kid_Skill_3,Trig_Kid_Skill_3_Func004Func006A,RRD,2,(300000.00*(1+(s__TrigVariables__get_realD(GlobalTV)*0.01))),NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
H0B4,유스타스'캡틴',Kid_Skill_Mana,Trig_Kid_Skill_Mana_Func003Func008A,RRD,1,((1000000.00+s__TrigVariables__get_realD(GlobalTV))*(1+(s__T,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
H0B4,유스타스'캡틴',Kid_Skill_Mana_Tr,Trig_Kid_Skill_Mana_Tr_Func024A,RRD,1,((400000.00+s__TrigVariables__get_realD(GlobalTV))*(1+(s__Tr,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
H0B4,유스타스'캡틴',Kid_Skill_Mana_Tr,Trig_Kid_Skill_Mana_Tr_Func047A,RRD,2,((400000.00+s__TrigVariables__get_realD(GlobalTV))*(1+(s__Tr,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
H0B4,유스타스'캡틴',Kid_Skill_Mana_Tr,Trig_Kid_Skill_Mana_Tr_Func060A,RRD,3,((400000.00+s__TrigVariables__get_realD(GlobalTV))*(1+(s__Tr,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
H0B4,유스타스'캡틴',Kid_Skill_Life,Trig_Kid_Skill_Life_Func003Func006A,RRD,1,((600000.00+s__TrigVariables__get_realD(GlobalTV))*(1+(s__Tr,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
H0B4,유스타스'캡틴',Kid_Skill_Life,Trig_Kid_Skill_Life_Actions,RRD,2,((150000.00+s__TrigVariables__get_realD(GlobalTV))*(1+(s__Tr,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
H0B4,유스타스'캡틴',Kid_Skill_Life2,Trig_Kid_Skill_Life2_Func003Func006A,RRD,1,((500000.00+s__TrigVariables__get_realD(GlobalTV))*(1+(s__Tr,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
H0B4,유스타스'캡틴',Kid_Skill_Life2,Trig_Kid_Skill_Life2_Actions,RRD,2,((125000.00+s__TrigVariables__get_realD(GlobalTV))*(1+(s__Tr,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
H0BD,오니히메,Yamato_Attack_Damage,Trig_Yamato_Attack_Damage_Func026A,RRD,1,((GetEventDamage()*0.75)+15000.00),CHAOS,NORMAL,X,
H0BD,오니히메,Yamato_Attack_Damage,Trig_Yamato_Attack_Damage_Func026A,RRD,2,((GetEventDamage()*0.20)+15000.00),CHAOS,UNIVERSAL,O,
H0BD,오니히메,Yamato_Attack_Damage,Trig_Yamato_Attack_Damage_Func029A,RRD,3,((GetEventDamage()*0.75)+15000.00),CHAOS,NORMAL,X,
H0BD,오니히메,Yamato_Attack_Damage,Trig_Yamato_Attack_Damage_Func038A,RRD,4,"(((GetEventDamage()*3.75)+375000.00)*(0.83+RMaxBJ(0.00,RMinB",CHAOS,UNIVERSAL,O,
H0BE,오니히메 인수화,Yamato_Attack_Damage2,Trig_Yamato_Attack_Damage2_Func026A,RRD,1,((GetEventDamage()*0.75)+15000.00),CHAOS,NORMAL,X,
H0BE,오니히메 인수화,Yamato_Attack_Damage2,Trig_Yamato_Attack_Damage2_Func026A,RRD,2,((GetEventDamage()*0.20)+15000.00),CHAOS,UNIVERSAL,O,
H0BE,오니히메 인수화,Yamato_Attack_Damage2,Trig_Yamato_Attack_Damage2_Func029A,RRD,3,((GetEventDamage()*0.75)+15000.00),CHAOS,NORMAL,X,
H0BE,오니히메 인수화,Yamato_Attack_Damage2,Trig_Yamato_Attack_Damage2_Func038A,RRD,4,"(((GetEventDamage()*3.75)+375000.00)*(0.83+RMaxBJ(0.00,RMinB",CHAOS,UNIVERSAL,O,
H0BD,오니히메,Yamato_Life_skill,Trig_Yamato_Life_skill_Func005Func001Func006A,RRD,1,700000.00,CHAOS,NORMAL,X,
H0BD,오니히메,Yamato_Dash,Trig_Yamato_Dash_Func025A,RRD,1,((udg_Yamato_Damage[GetConvertedPlayerId(GetOwningPlayer(s__,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
H0BD,오니히메,Yamato_Dash,Trig_Yamato_Dash_Actions,RRD,2,((udg_Yamato_Damage[GetConvertedPlayerId(GetOwningPlayer(s__,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
H0BL,'신'해군대장-초록소,Rokugu_Attack,Trig_Rokugu_Attack_Func023A,RRD,1,(1000000.00+(I2R(GetItemCharges(udg_Item_Ryokugu[GetConverte,CHAOS,NORMAL,X,
H0BO,금증숲숲-초록소,RokuguTree_Attack,Trig_RokuguTree_Attack_Func013A,RRD,1,(1250000.00+(I2R(GetItemCharges(udg_Item_Ryokugu[GetConverte,CHAOS,NORMAL,X,
H0BO,금증숲숲-초록소,Rokugu_skill_1,Trig_Rokugu_skill_1_Func017A,RRD,1,700000.00,CHAOS,NORMAL,X,
H0BL,'신'해군대장-초록소,Rokugu_Tree_S,Trig_Rokugu_Tree_S_Func022A,RRD,1,(2000000.00+(s__TrigVariables__get_realC(GlobalTV)+s__TrigVa,CHAOS,NORMAL,X,
H0BL,'신'해군대장-초록소,Rokugu_Tree_S,Trig_Rokugu_Tree_S_Func031A,RRD,2,(2000000.00+(s__TrigVariables__get_realC(GlobalTV)+s__TrigVa,CHAOS,NORMAL,X,
h06X,센토 이스즈 - 랜덤전용,isz,Trig_isz_Func001Func007A,RRD,1,1500000.00,CHAOS,NORMAL,X,
,,EXPLOSION,Trig_EXPLOSION_Func004Func024Func004A,RRD,1,"(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,GetEnumUnit())*0.42)",CHAOS,NORMAL,X,
,,EXPLOSION,Trig_EXPLOSION_Func004Func024Func006A,RRD,2,"(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,GetEnumUnit())*0.57)",CHAOS,NORMAL,X,
h06T,뱀파이어 - 랜덤전용,vampire,Trig_vampire_Func001Func007A,RRD,1,1800000.00,CHAOS,UNIVERSAL,O,
h06T,뱀파이어 - 랜덤전용,vampire,Trig_vampire_Func002Func006A,RRD,2,300000.00,CHAOS,UNIVERSAL,O,
h073,야가미 라이토 - 랜덤전용,Light1,Trig_Light1_Func002Func004A,RRD,1,"(GetUnitStateSwap(UNIT_STATE_LIFE,GetEnumUnit())*0.01)",CHAOS,UNIVERSAL,O,
h073,야가미 라이토 - 랜덤전용,Light1,Trig_Light1_Func002Func004A,RRD,2,350000.00,CHAOS,NORMAL,X,
h073,야가미 라이토 - 랜덤전용,Light1,Trig_Light1_Actions,RRD,3,"((GetUnitStateSwap(UNIT_STATE_LIFE,GetTriggerUnit())*0.30)*(",HERO,UNIVERSAL,O,
h070,이사야마 요미 - 랜덤전용,yomi2,Trig_yomi2_Func001Func001Func006A,RRD,1,400000.00,CHAOS,NORMAL,X,
h06U,k' - 랜덤전용,k1,Trig_k1_Func001Func011A,RRD,1,600000.00,CHAOS,NORMAL,X,
h06U,k' - 랜덤전용,k1,Trig_k1_Func002Func005A,RRD,2,300000.00,CHAOS,NORMAL,X,
h071,쿠로사키 이치고 - 랜덤전용,ichigo1,Trig_ichigo1_Func019A,RRD,1,200000.00,CHAOS,UNIVERSAL,O,
h071,쿠로사키 이치고 - 랜덤전용,ichigo1,Trig_ichigo1_Actions,RRD,2,"(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,GetTriggerUnit())*(0.0",NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
h071,쿠로사키 이치고 - 랜덤전용,ichigo1,Trig_ichigo1_Actions,RRD,3,100000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
h09K,옌 - 랜덤전용,En_nomal,Trig_En_nomal_Func002Func001Func001Func002A,RRD,1,400000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
h09R,쿠죠 죠타로 - 랜덤전용[제한됨],Jotaro_W,Trig_Jotaro_W_Func038A,UnitDamageTargetBJ,1,"(1850000.00*(1.00+(I2R(GetUnitAbilityLevelSwapped('AId1',Get",HERO,NORMAL,X,
h09R,쿠죠 죠타로 - 랜덤전용[제한됨],Jotaro_W,Trig_Jotaro_W_Actions,UnitDamageTargetBJ,2,875000.00,CHAOS,UNIVERSAL,O,
h09R,쿠죠 죠타로 - 랜덤전용[제한됨],Jotaro_E,Trig_Jotaro_E_Func060A,UnitDamageTargetBJ,1,"(850000.00*(1.00+(I2R(GetUnitAbilityLevelSwapped('AId1',GetE",HERO,NORMAL,X,
h09R,쿠죠 죠타로 - 랜덤전용[제한됨],Jotaro_E,Trig_Jotaro_E_Actions,UnitDamageTargetBJ,2,1000000.00,CHAOS,UNIVERSAL,O,
h09R,쿠죠 죠타로 - 랜덤전용[제한됨],Jotaro_R,Trig_Jotaro_R_Func072A,RRD,1,2500000.00,HERO,NORMAL,X,
h09R,쿠죠 죠타로 - 랜덤전용[제한됨],Jotaro_R,Trig_Jotaro_R_Func075A,RRD,2,"(4250000.00+((GetUnitStateSwap(UNIT_STATE_MAX_LIFE,GetEnumUn",HERO,NORMAL,X,
h09R,쿠죠 죠타로 - 랜덤전용[제한됨],Jotaro_D2,Trig_Jotaro_D2_Func027A,UnitDamageTargetBJ,1,850000.00,HERO,NORMAL,X,
h09R,쿠죠 죠타로 - 랜덤전용[제한됨],Jotaro_D2,Trig_Jotaro_D2_Actions,UnitDamageTargetBJ,2,425000.00,CHAOS,UNIVERSAL,O,
h09W,나미카제 미나토 - 랜덤전용[제한됨],Minato_Q2,Trig_Minato_Q2_Func066A,RRD,1,600000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
h09W,나미카제 미나토 - 랜덤전용[제한됨],Minato_E,Trig_Minato_E_Actions,RRD,1,"(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVariables__get_",NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
h09W,나미카제 미나토 - 랜덤전용[제한됨],Minato_E,Trig_Minato_E_Actions,RRD,2,"(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVariables__get_",NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
h09W,나미카제 미나토 - 랜덤전용[제한됨],Minato_Mana,Trig_Minato_Mana_Func047A,RRD,1,775000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
h0A2,료우기 시키 - 랜덤전용[제한됨],Ryougi_Shiki_2,Trig_Ryougi_Shiki_2_Func043A,RRD,1,1150000.00,NORMAL,NORMAL,X,⚠NORMAL=원작 Spells행
h0A2,료우기 시키 - 랜덤전용[제한됨],Ryougi_Shiki_2,Trig_Ryougi_Shiki_2_Actions,RRD,2,"(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVariables__get_",HERO,NORMAL,X,
h0A2,료우기 시키 - 랜덤전용[제한됨],Ryougi_Shiki_2,Trig_Ryougi_Shiki_2_Actions,RRD,3,"(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVariables__get_",HERO,NORMAL,X,
h0A2,료우기 시키 - 랜덤전용[제한됨],Ryougi_Shiki_2,Trig_Ryougi_Shiki_2_Actions,RRD,4,8150000.00,HERO,NORMAL,X,
h0A2,료우기 시키 - 랜덤전용[제한됨],Ryougi_Shiki_2,Trig_Ryougi_Shiki_2_Actions,RRD,5,1440000.00,HERO,UNIVERSAL,O,
h0A2,료우기 시키 - 랜덤전용[제한됨],Ryougi_Skill_3,Trig_Ryougi_Skill_3_Actions,RRD,1,1440000.00,HERO,UNIVERSAL,O,
h0A2,료우기 시키 - 랜덤전용[제한됨],Ryougi_Skill_3,Trig_Ryougi_Skill_3_Actions,RRD,2,4000000.00,HERO,NORMAL,X,
h0A2,료우기 시키 - 랜덤전용[제한됨],Ryougi_Skill_3,Trig_Ryougi_Skill_3_Actions,RRD,3,"(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVariables__get_",HERO,NORMAL,X,
h0A2,료우기 시키 - 랜덤전용[제한됨],Ryougi_Skill_3,Trig_Ryougi_Skill_3_Actions,RRD,4,"(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVariables__get_",HERO,NORMAL,X,
h0A2,료우기 시키 - 랜덤전용[제한됨],Ryougi_Skill_3_double,Trig_Ryougi_Skill_3_double_Actions,RRD,1,1440000.00,HERO,UNIVERSAL,O,
h0A2,료우기 시키 - 랜덤전용[제한됨],Ryougi_Skill_3_double,Trig_Ryougi_Skill_3_double_Actions,RRD,2,4000000.00,HERO,NORMAL,X,
h0A2,료우기 시키 - 랜덤전용[제한됨],Ryougi_Skill_3_double,Trig_Ryougi_Skill_3_double_Actions,RRD,3,"(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVariables__get_",HERO,NORMAL,X,
h0A2,료우기 시키 - 랜덤전용[제한됨],Ryougi_Skill_3_double,Trig_Ryougi_Skill_3_double_Actions,RRD,4,"(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVariables__get_",HERO,NORMAL,X,
,,Ryougi_Skill_3_triple,Trig_Ryougi_Skill_3_triple_Actions,RRD,1,1440000.00,HERO,UNIVERSAL,O,
,,Ryougi_Skill_3_triple,Trig_Ryougi_Skill_3_triple_Actions,RRD,2,3200000.00,HERO,NORMAL,X,
,,Ryougi_Skill_3_triple,Trig_Ryougi_Skill_3_triple_Actions,RRD,3,"(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVariables__get_",HERO,NORMAL,X,
,,Ryougi_Skill_3_triple,Trig_Ryougi_Skill_3_triple_Actions,RRD,4,"(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVariables__get_",HERO,NORMAL,X,
h0A2,료우기 시키 - 랜덤전용[제한됨],Ryougi_Shiki_R2,Trig_Ryougi_Shiki_R2_Func063A,RRD,1,5000000.00,HERO,UNIVERSAL,O,
h0A2,료우기 시키 - 랜덤전용[제한됨],Ryougi_Shiki_R2,Trig_Ryougi_Shiki_R2_Actions,RRD,2,"(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVariables__get_",HERO,NORMAL,X,
h0A2,료우기 시키 - 랜덤전용[제한됨],Ryougi_Shiki_R2,Trig_Ryougi_Shiki_R2_Actions,RRD,3,"(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVariables__get_",HERO,NORMAL,X,
h0A2,료우기 시키 - 랜덤전용[제한됨],Ryougi_Shiki_R2,Trig_Ryougi_Shiki_R2_Actions,RRD,4,1440000.00,HERO,UNIVERSAL,O,
h0A6,야쿠모 유카리 - 랜덤전용[제한됨],Yukari_Attack,Trig_Yukari_Attack_Actions,RRD,1,300000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
h0A6,야쿠모 유카리 - 랜덤전용[제한됨],Yukari_D2,Trig_Yukari_D2_Func054A,RRD,1,2000000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
h0A6,야쿠모 유카리 - 랜덤전용[제한됨],Yukari_D2,Trig_Yukari_D2_Func075A,RRD,2,3000000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
h0A6,야쿠모 유카리 - 랜덤전용[제한됨],Yukari_W,Trig_Yukari_W_Func020A,RRD,1,3200000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
h0A6,야쿠모 유카리 - 랜덤전용[제한됨],Yukari_R2,Trig_Yukari_R2_Func052Func007A,RRD,1,300000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
h0BF,키쿄우 - 랜덤전용[제한됨],kikoyou_skill_1,Trig_kikoyou_skill_1_Func031A,RRD,1,350000.00,CHAOS,NORMAL,X,
h0BF,키쿄우 - 랜덤전용[제한됨],kikoyou_skill_1,Trig_kikoyou_skill_1_Actions,RRD,2,"(GetUnitStateSwap(UNIT_STATE_LIFE,s__TrigVariables__get_unit",CHAOS,UNIVERSAL,O,
h0BF,키쿄우 - 랜덤전용[제한됨],kikoyou_skill_1,Trig_kikoyou_skill_1_Actions,RRD,3,"(GetUnitStateSwap(UNIT_STATE_LIFE,s__TrigVariables__get_unit",CHAOS,UNIVERSAL,O,
h0BF,키쿄우 - 랜덤전용[제한됨],kikoyou_skill_1,Trig_kikoyou_skill_1_Actions,RRD,4,350000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
h0BF,키쿄우 - 랜덤전용[제한됨],kikoyou_skill_2,Trig_kikoyou_skill_2_Func035Func002Func001Func001Func005A,RRD,1,125000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
h0BF,키쿄우 - 랜덤전용[제한됨],kikoyou_hp,Trig_kikoyou_hp_Func034A,RRD,1,1500000.00,HERO,NORMAL,X,
h0BF,키쿄우 - 랜덤전용[제한됨],kikoyou_hp,Trig_kikoyou_hp_Func034A,RRD,2,1500000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
h0BF,키쿄우 - 랜덤전용[제한됨],kikoyou_hp,Trig_kikoyou_hp_Actions,RRD,3,"(GetUnitStateSwap(UNIT_STATE_LIFE,s__TrigVariables__get_unit",CHAOS,UNIVERSAL,O,
h0BF,키쿄우 - 랜덤전용[제한됨],kikoyou_hp,Trig_kikoyou_hp_Actions,RRD,4,1000000.00,CHAOS,UNIVERSAL,O,
h0BF,키쿄우 - 랜덤전용[제한됨],kikoyou_mana,Trig_kikoyou_mana_Func057A,RRD,1,300000.00,CHAOS,NORMAL,X,
h0BF,키쿄우 - 랜덤전용[제한됨],kikoyou_mana,Trig_kikoyou_mana_Func057A,RRD,2,100000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
h09L,이치의 율자 - 랜덤전용,Bronya_Skill_1,Trig_Bronya_Skill_1_Func019A,RRD,1,200000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
h09L,이치의 율자 - 랜덤전용,Bronya_Skill_1,Trig_Bronya_Skill_1_Actions,RRD,2,300000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
h09N,부릉냐 - 랜덤전용[제한됨],BronyaMotar_laser,Trig_BronyaMotar_laser_Func041A,RRD,1,(250000.00*(1+((0.01*0.50)*s__TrigVariables__get_realM(Globa,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
h09N,부릉냐 - 랜덤전용[제한됨],BronyaMotar_laser,Trig_BronyaMotar_laser_Func054A,RRD,2,(225000.00*(1+((0.01*0.50)*s__TrigVariables__get_realM(Globa,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
h09N,부릉냐 - 랜덤전용[제한됨],BronyaMotar_laser,Trig_BronyaMotar_laser_Actions,RRD,3,(250000.00*(1+((0.01*0.50)*s__TrigVariables__get_realM(Globa,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
h09N,부릉냐 - 랜덤전용[제한됨],BronyaMotar_laser,Trig_BronyaMotar_laser_Actions,RRD,4,"(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVariables__get_",NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
h09N,부릉냐 - 랜덤전용[제한됨],BronyaMotar_laser,Trig_BronyaMotar_laser_Actions,RRD,5,(225000.00*(1+((0.01*0.50)*s__TrigVariables__get_realM(Globa,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
h09N,부릉냐 - 랜덤전용[제한됨],BronyaMotar_R,Trig_BronyaMotar_R_Func041A,RRD,1,1000000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
h09N,부릉냐 - 랜덤전용[제한됨],BronyaMotar_R,Trig_BronyaMotar_R_Func066A,RRD,2,2500000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
h09N,부릉냐 - 랜덤전용[제한됨],BronyaMotar_R,Trig_BronyaMotar_R_Actions,RRD,3,"(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVariables__get_",NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
h09N,부릉냐 - 랜덤전용[제한됨],BronyaMotar_E,Trig_BronyaMotar_E_Func044A,RRD,1,(625000.00*(1+((0.01*0.50)*s__TrigVariables__get_realM(Globa,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
h09N,부릉냐 - 랜덤전용[제한됨],BronyaMotar_E,Trig_BronyaMotar_E_Actions,RRD,2,"(3125000.00+(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVar",NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
h08I,쿠치키 뱌쿠야 - 랜덤전용[제한됨],byakuya_Chan,Trig_byakuya_Chan_Actions,RRD,1,"(425000.00+(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVari",CHAOS,UNIVERSAL,O,
h08I,쿠치키 뱌쿠야 - 랜덤전용[제한됨],byakuya_Chan,Trig_byakuya_Chan_Actions,RRD,2,500000.00,CHAOS,UNIVERSAL,O,
h08I,쿠치키 뱌쿠야 - 랜덤전용[제한됨],byakuya_Q,Trig_byakuya_Q_Func003Func004A,RRD,1,850000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
h08I,쿠치키 뱌쿠야 - 랜덤전용[제한됨],Byakuya_E,Trig_Byakuya_E_Func050A,RRD,1,4500000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
h08I,쿠치키 뱌쿠야 - 랜덤전용[제한됨],Byakuya_R,Trig_Byakuya_R_Func030A,RRD,1,5000000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
h0BC,타츠마키 - 랜덤전용[제한됨],Tatsumaki_R_Attack,Trig_Tatsumaki_R_Attack_Func064A,RRD,1,3000000.00,CHAOS,NORMAL,X,
h0BC,타츠마키 - 랜덤전용[제한됨],Tatsumaki_T_Explosion_by_AZ_Attack,Trig_Tatsumaki_T_Explosion_by_AZ_Attack_Func057A,RRD,1,4000000.00,CHAOS,NORMAL,X,
h0AC,마운틴.D.히그마 - 랜덤전용[제한됨],Higma_Attack,Trig_Higma_Attack_Actions,RRD,1,5000000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
h0AC,마운틴.D.히그마 - 랜덤전용[제한됨],Higma_Q,Trig_Higma_Q_Func045A,RRD,1,100000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
h0AC,마운틴.D.히그마 - 랜덤전용[제한됨],Higma_Q,Trig_Higma_Q_Func049A,RRD,2,100000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
h0AC,마운틴.D.히그마 - 랜덤전용[제한됨],Higma_W,Trig_Higma_W_Func029A,RRD,1,175000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
h04Q,빅 맘 강철 풍선 - 불멸의,Bigmam_Attack,Trig_Bigmam_Attack_Actions,RRD,1,((GetEventDamage()*1.98)+999999.00),CHAOS,UNIVERSAL,O,
h04Q,빅 맘 강철 풍선 - 불멸의,Bigmam_hp,Trig_Bigmam_hp_Func027A,RRD,1,s__TrigVariables__get_realD(GlobalTV),NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
h04Q,빅 맘 강철 풍선 - 불멸의,Bigmam_Eat,Trig_Bigmam_Eat_Func005Func014A,RRD,1,(1750000.00*(1+(0.01*I2R(GetItemCharges(udg_Item_Bigmom[GetC,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
h04Q,빅 맘 강철 풍선 - 불멸의,Bigmam_Eat,Trig_Bigmam_Eat_Actions,RRD,2,(4500000.00*(1+(0.01*I2R(GetItemCharges(udg_Item_Bigmom[GetC,CHAOS,UNIVERSAL,O,
h049,실버즈 레일리 명왕 - 불멸의,LaillySkill3,Trig_LaillySkill3_Func001Func016A,RRD,1,3250000.00,CHAOS,NORMAL,X,
h049,실버즈 레일리 명왕 - 불멸의,LaillySkill3,Trig_LaillySkill3_Func001Func028A,RRD,2,2750000.00,CHAOS,NORMAL,X,
h049,실버즈 레일리 명왕 - 불멸의,Kick_1,Trig_Kick_1_Func005Func002Func030A,RRD,1,1750000.00,CHAOS,NORMAL,X,
h049,실버즈 레일리 명왕 - 불멸의,Kick_1,Trig_Kick_1_Actions,RRD,2,"(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVariables__get_",CHAOS,NORMAL,X,
h049,실버즈 레일리 명왕 - 불멸의,Kick_1,Trig_Kick_1_Actions,RRD,3,787500.00,CHAOS,NORMAL,X,
h049,실버즈 레일리 명왕 - 불멸의,LaillySkill1,Trig_LaillySkill1_Func015A,RRD,1,GetEventDamage(),CHAOS,NORMAL,X,
h04B,금사자 시키 천신 - 불멸의,Shiki_Lion,Trig_Shiki_Lion_Func035A,RRD,1,3250000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
h04B,금사자 시키 천신 - 불멸의,Shiki_SKill_item,Trig_Shiki_SKill_item_Func020A,RRD,1,250000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
h04B,금사자 시키 천신 - 불멸의,Shiki_champa2,Trig_Shiki_champa2_Func002Func001Func004Func006A,RRD,1,400000.00,MAGIC,UNIVERSAL,O,
h04E,"센고쿠 해군원수 ""부처님"" - 불멸의",Sengoku_Attack,Trig_Sengoku_Attack_Func022A,RRD,1,"(400000.00+(GetUnitStateSwap(UNIT_STATE_LIFE,GetEnumUnit())*",NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
h04E,"센고쿠 해군원수 ""부처님"" - 불멸의",Sengoku_Attack,Trig_Sengoku_Attack_Func032A,RRD,2,"(300000.00+(GetUnitStateSwap(UNIT_STATE_LIFE,GetEnumUnit())*",NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
h04E,"센고쿠 해군원수 ""부처님"" - 불멸의",Seongoku_Skill_4,Trig_Seongoku_Skill_4_Func003Func001Func007A,RRD,1,500000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
