trigger_function	api	damage_expression	attack_type	damage_type	scales_with
Trig_Uta_skill_2_Func004Func001Func022A	RRD	750000.00	NORMAL	UNIVERSAL	고정
Trig_Uta_skill_3_mana_Func008A	RRD	2500000.00	NORMAL	UNIVERSAL	고정
Trig_Yamato_Attack_Damage2_Func026A	RRD	((GetEventDamage()*0.75)+15000.00)	CHAOS	NORMAL	평타
Trig_Yamato_Attack_Damage2_Func026A	RRD	((GetEventDamage()*0.20)+15000.00)	CHAOS	UNIVERSAL	평타
Trig_Yamato_Attack_Damage2_Func029A	RRD	((GetEventDamage()*0.75)+15000.00)	CHAOS	NORMAL	평타
Trig_Yamato_Attack_Damage2_Func038A	RRD	(((GetEventDamage()*3.75)+375000.00)*(0.83+RMaxBJ(0.00,RMinBJ(1.17,(90.00/(GetUnitMoveSpeed(GetEnumUnit())+0.01))))))	CHAOS	UNIVERSAL	평타
Trig_Yamato_Attack_Damage_Func026A	RRD	((GetEventDamage()*0.75)+15000.00)	CHAOS	NORMAL	평타
Trig_Yamato_Attack_Damage_Func026A	RRD	((GetEventDamage()*0.20)+15000.00)	CHAOS	UNIVERSAL	평타
Trig_Yamato_Attack_Damage_Func029A	RRD	((GetEventDamage()*0.75)+15000.00)	CHAOS	NORMAL	평타
Trig_Yamato_Attack_Damage_Func038A	RRD	(((GetEventDamage()*3.75)+375000.00)*(0.83+RMaxBJ(0.00,RMinBJ(1.05,(90.00/(GetUnitMoveSpeed(GetEnumUnit())+0.01))))))	CHAOS	UNIVERSAL	평타
Trig_Yamato_Dash_Actions	RRD	((udg_Yamato_Damage[GetConvertedPlayerId(GetOwningPlayer(s__TrigVariables__get_unitA(GlobalTV)))]*1.15)+215000.00)	NORMAL	UNIVERSAL	변수
Trig_Yamato_Dash_Func025A	RRD	((udg_Yamato_Damage[GetConvertedPlayerId(GetOwningPlayer(s__TrigVariables__get_unitA(GlobalTV)))]*1.15)+215000.00)	NORMAL	UNIVERSAL	변수
Trig_Yamato_Life_skill_Func005Func001Func006A	RRD	700000.00	CHAOS	NORMAL	고정
Trig_Yukari_Attack_Actions	RRD	300000.00	NORMAL	UNIVERSAL	고정
Trig_Yukari_D2_Func054A	RRD	2000000.00	NORMAL	UNIVERSAL	고정
Trig_Yukari_D2_Func075A	RRD	3000000.00	NORMAL	UNIVERSAL	고정
Trig_Yukari_R2_Func052Func007A	RRD	300000.00	NORMAL	UNIVERSAL	고정
Trig_Yukari_W_Func020A	RRD	3200000.00	NORMAL	UNIVERSAL	고정
Trig_Z_Attack_Actions	RRD	(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,GetTriggerUnit())*(0.025))	NORMAL	UNIVERSAL	최대체력
Trig_Z_Skill_1_Actions	RRD	1250000.00	NORMAL	UNIVERSAL	고정
Trig_Z_Skill_1_Func021A	RRD	s__TrigVariables__get_realG(GlobalTV)	NORMAL	UNIVERSAL	변수
Trig_Z_Skill_Mana_Func026A	RRD	(4850000.00+((GetUnitStateSwap(UNIT_STATE_MAX_LIFE,GetEnumUnit())-GetUnitStateSwap(UNIT_STATE_LIFE,GetEnumUnit()))*0.08))	NORMAL	UNIVERSAL	최대체력
Trig_Z_skill_3_Actions	RRD	1000000.00	NORMAL	UNIVERSAL	고정
Trig_Zoro_Samchun2_Func003Func006A	RRD	(1500000.00+s__TrigVariables__get_realD(GlobalTV))	CHAOS	NORMAL	변수
Trig_Zoro_Samchun2_Func004Func002A	RRD	2500000.00	NORMAL	UNIVERSAL	고정
Trig_Zoro_enfor_3dragon_Func002Func017A	RRD	(535000.00+s__TrigVariables__get_realD(GlobalTV))	CHAOS	NORMAL	변수
Trig_Zoro_enfor_3dragon_Func003Func005Func005A	RRD	532500.00	CHAOS	NORMAL	고정
Trig_Zoro_enfor_flying_draong_Actions	RRD	(903750.00+(s__TrigVariables__get_realD(GlobalTV)*10.00))	CHAOS	NORMAL	변수
Trig_Zoro_enfor_flying_draong_Func002Func015A	RRD	(672500.00+s__TrigVariables__get_realD(GlobalTV))	CHAOS	NORMAL	변수
Trig_Zoro_raven_Func003Func020A	RRD	(350000.00+s__TrigVariables__get_realD(GlobalTV))	CHAOS	NORMAL	변수
Trig_Zoro_raven_Func004Func008A	RRD	350000.00	CHAOS	NORMAL	고정
Trig_Zoro_raven_Func005Func008A	RRD	350000.00	CHAOS	NORMAL	고정
Trig_Zoro_samchun1_Func002Func012A	RRD	2500000.00	NORMAL	UNIVERSAL	고정
Trig_Zoro_saza1_Actions	RRD	(903750.00+(s__TrigVariables__get_realD(GlobalTV)*10.00))	CHAOS	NORMAL	변수
Trig_Zoro_saza1_Func002Func040A	RRD	(602500.00+s__TrigVariables__get_realD(GlobalTV))	CHAOS	NORMAL	변수
Trig_Zoro_tiger_Func004Func015A	UnitDamageTargetBJ	(2500000.00+s__TrigVariables__get_realD(GlobalTV))	CHAOS	NORMAL	변수
Trig_ace_skill_3_Func019A	RRD	1000000.00	MAGIC	UNIVERSAL	고정
Trig_ace_skill_5_Func004Func005A	RRD	s__TrigVariables__get_realD(GlobalTV)	MAGIC	UNIVERSAL	변수
Trig_arrow_h2_Actions	RRD	250000.00	NORMAL	UNIVERSAL	고정
Trig_byakuya_Chan_Actions	RRD	(425000.00+(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVariables__get_unitB(GlobalTV))*(0.0175)))	CHAOS	UNIVERSAL	최대체력
Trig_byakuya_Chan_Actions	RRD	500000.00	CHAOS	UNIVERSAL	고정
Trig_byakuya_Q_Func003Func004A	RRD	850000.00	NORMAL	UNIVERSAL	고정
Trig_carrot_skill_2_Func022A	RRD	325000.00	MAGIC	UNIVERSAL	고정
Trig_carrotattack_Func009A	RRD	(100000.00*(0.20+(0.05*I2R(GetUnitAbilityLevelSwapped('A11S',GetEnumUnit())))))	CHAOS	UNIVERSAL	변수
Trig_croTrans_Actions	RRD	800000.00	NORMAL	UNIVERSAL	고정
Trig_croTrans_Actions	UnitDamagePointLoc	850000.00	CHAOS	NORMAL	고정
Trig_cro_skill_2_Func015A	RRD	1000000.00	CHAOS	NORMAL	고정
Trig_deken_Mana_Func004Func006A	RRD	(2200000.00+(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,GetEnumUnit())*0.02))	NORMAL	UNIVERSAL	최대체력
Trig_deken_skill_1_Actions	RRD	120000.00	NORMAL	UNIVERSAL	고정
Trig_deken_skill_1_Actions	UnitDamagePointLoc	180000.00	NORMAL	UNIVERSAL	고정
Trig_enel_thunder1_Actions	RRD	8500000.00	NORMAL	UNIVERSAL	고정
Trig_enel_thunder1_Actions	RRD	4250000.00	NORMAL	UNIVERSAL	고정
Trig_enel_thunder1_Func001Func002Func005A	RRD	425000.00	NORMAL	UNIVERSAL	고정
Trig_enel_thunder1_Func001Func002Func010Func005A	RRD	425000.00	NORMAL	UNIVERSAL	고정
Trig_enel_thunder2_Actions	RRD	8500000.00	NORMAL	UNIVERSAL	고정
Trig_enel_thunder2_Actions	RRD	4250000.00	NORMAL	UNIVERSAL	고정
Trig_enel_thunder2_Func001Func002Func005A	RRD	425000.00	NORMAL	UNIVERSAL	고정
Trig_enel_thunder2_Func001Func002Func010Func005A	RRD	425000.00	NORMAL	UNIVERSAL	고정
Trig_enel_thunder3_Actions	RRD	8500000.00	NORMAL	UNIVERSAL	고정
Trig_enel_thunder3_Actions	RRD	4250000.00	NORMAL	UNIVERSAL	고정
Trig_enel_thunder3_Func001Func002Func005A	RRD	425000.00	NORMAL	UNIVERSAL	고정
Trig_enel_thunder3_Func001Func002Func010Func005A	RRD	425000.00	NORMAL	UNIVERSAL	고정
Trig_enel_thunder4_Actions	RRD	8500000.00	NORMAL	UNIVERSAL	고정
Trig_enel_thunder4_Actions	RRD	4250000.00	NORMAL	UNIVERSAL	고정
Trig_enel_thunder4_Func001Func002Func005A	RRD	425000.00	NORMAL	UNIVERSAL	고정
Trig_enel_thunder4_Func001Func002Func010Func005A	RRD	425000.00	NORMAL	UNIVERSAL	고정
Trig_hancock_petrification_Actions	RRD	200000.00	NORMAL	UNIVERSAL	고정
Trig_hancock_skill_10_Func008A	RRD	1000000.00	HERO	NORMAL	고정
Trig_hancock_skill_9_Func003Func006A	RRD	850000.00	HERO	NORMAL	고정
Trig_hancock_skill_Mana_Actions	RRD	(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVariables__get_unitB(GlobalTV))*0.16)	NORMAL	UNIVERSAL	최대체력
Trig_hancock_skill_Mana_Actions	RRD	300000.00	NORMAL	UNIVERSAL	고정
Trig_hancock_skill_Mana_Func005Func010A	RRD	(360000.00+(I2R(GetPlayerTechCountSimple('R01T',GetOwningPlayer(s__TrigVariables__get_unitA(GlobalTV))))*30000.00))	CHAOS	NORMAL	연구
Trig_ichigo1_Actions	RRD	(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,GetTriggerUnit())*(0.02))	NORMAL	UNIVERSAL	최대체력
Trig_ichigo1_Actions	RRD	100000.00	NORMAL	UNIVERSAL	고정
Trig_ichigo1_Func019A	RRD	200000.00	CHAOS	UNIVERSAL	고정
Trig_isz_Func001Func007A	RRD	1500000.00	CHAOS	NORMAL	고정
Trig_jinbe_Attack_Actions	RRD	(1000000.00+(I2R(GetUnitAbilityLevelSwapped('AId1',GetTriggerUnit()))*10000.00))	SIEGE	NORMAL	변수
Trig_k1_Func001Func011A	RRD	600000.00	CHAOS	NORMAL	고정
Trig_k1_Func002Func005A	RRD	300000.00	CHAOS	NORMAL	고정
Trig_kata_04_pegi1_Actions	RRD	4500000.00	MAGIC	UNIVERSAL	고정
Trig_kata_04_pegi1_Func004Func010A	RRD	500000.00	MAGIC	UNIVERSAL	고정
Trig_kata_04_pegi2_Actions	RRD	4500000.00	MAGIC	UNIVERSAL	고정
Trig_kata_04_pegi2_Func004Func010A	RRD	500000.00	MAGIC	UNIVERSAL	고정
Trig_kata_04_pegi3_Actions	RRD	4500000.00	MAGIC	UNIVERSAL	고정
Trig_kata_04_pegi3_Func004Func010A	RRD	500000.00	MAGIC	UNIVERSAL	고정
Trig_kata_04_pegi4_Actions	RRD	4500000.00	MAGIC	UNIVERSAL	고정
Trig_kata_04_pegi4_Func004Func010A	RRD	500000.00	MAGIC	UNIVERSAL	고정
Trig_katakuri_Skill_2_Func019A	RRD	375000.00	NORMAL	UNIVERSAL	고정
Trig_kikoyou_hp_Actions	RRD	(GetUnitStateSwap(UNIT_STATE_LIFE,s__TrigVariables__get_unitB(GlobalTV))*0.40)	CHAOS	UNIVERSAL	현재체력
Trig_kikoyou_hp_Actions	RRD	1000000.00	CHAOS	UNIVERSAL	고정
Trig_kikoyou_hp_Func034A	RRD	1500000.00	HERO	NORMAL	고정
Trig_kikoyou_hp_Func034A	RRD	1500000.00	NORMAL	UNIVERSAL	고정
Trig_kikoyou_mana_Func057A	RRD	300000.00	CHAOS	NORMAL	고정
Trig_kikoyou_mana_Func057A	RRD	100000.00	NORMAL	UNIVERSAL	고정
Trig_kikoyou_skill_1_Actions	RRD	(GetUnitStateSwap(UNIT_STATE_LIFE,s__TrigVariables__get_unitB(GlobalTV))*0.30)	CHAOS	UNIVERSAL	현재체력
Trig_kikoyou_skill_1_Actions	RRD	(GetUnitStateSwap(UNIT_STATE_LIFE,s__TrigVariables__get_unitB(GlobalTV))*0.01)	CHAOS	UNIVERSAL	현재체력
Trig_kikoyou_skill_1_Actions	RRD	350000.00	NORMAL	UNIVERSAL	고정
Trig_kikoyou_skill_1_Func031A	RRD	350000.00	CHAOS	NORMAL	고정
Trig_kikoyou_skill_2_Func035Func002Func001Func001Func005A	RRD	125000.00	NORMAL	UNIVERSAL	고정
Trig_koalla_skill_1_Actions	RRD	525000.00	MAGIC	UNIVERSAL	고정
Trig_koalla_skill_1_Func004Func009A	RRD	(525000.00+(52500.00*I2R(GetPlayerTechCountSimple('R01O',GetOwningPlayer(s__TrigVariables__get_unitA(GlobalTV))))))	CHAOS	NORMAL	연구
Trig_koalla_skill_Mana_Func004Func010A	RRD	(500000.00+(40000.00*I2R(GetPlayerTechCountSimple('R01O',GetOwningPlayer(s__TrigVariables__get_unitC(GlobalTV))))))	NORMAL	UNIVERSAL	연구
Trig_koalla_skill_Mana_Func005Func003A	RRD	(500000.00+(40000.00*I2R(GetPlayerTechCountSimple('R01O',GetOwningPlayer(s__TrigVariables__get_unitC(GlobalTV))))))	CHAOS	NORMAL	연구
Trig_koalla_skill_Mana_Func006Func004A	RRD	(850000.00+(40000.00*I2R(GetPlayerTechCountSimple('R01O',GetOwningPlayer(s__TrigVariables__get_unitC(GlobalTV))))))	NORMAL	UNIVERSAL	연구
Trig_perona_Mana_Func004Func006A	RRD	(2250000.00+(s__TrigVariables__get_realE(GlobalTV)*150000.00))	NORMAL	UNIVERSAL	변수
Trig_roger_Attack_Actions	RRD	1000000.00	HERO	NORMAL	고정
Trig_roger_Attack_Func019A	RRD	800000.00	HERO	NORMAL	고정
Trig_roger_Mana_Func024A	RRD	7250000.00	HERO	NORMAL	고정
Trig_roger_Skill_2_Func011A	RRD	1450000.00	HERO	NORMAL	고정
Trig_siru_1_Actions	UnitDamagePointLoc	(250000.00+(s__TrigVariables__get_realE(GlobalTV)*20000.00))	NORMAL	UNIVERSAL	변수
Trig_siru_R_Func012A	RRD	(1500000.00+(s__TrigVariables__get_realE(GlobalTV)*80000.00))	NORMAL	UNIVERSAL	변수
Trig_tahsigi_Actions	RRD	500000.00	MAGIC	UNIVERSAL	고정
Trig_tahsigi_Actions	RRD	500000.00	MAGIC	UNIVERSAL	고정
Trig_tahsigi_Func002Func001Func004A	RRD	((400000.00+(I2R(GetHeroStatBJ(bj_HEROSTAT_STR,s__TrigVariables__get_unitA(GlobalTV),false))*2500.00))+(GetEventDamage()*3.75))	MAGIC	UNIVERSAL	평타
Trig_tahsigi_Func004Func006Func010A	RRD	((350000.00+(I2R(GetHeroStatBJ(bj_HEROSTAT_STR,s__TrigVariables__get_unitA(GlobalTV),false))*2500.00))+(GetEventDamage()*6.00))	MAGIC	UNIVERSAL	평타
Trig_tahsigi_Func004Func006Func010A	UnitDamageTargetBJ	(400000.00+(I2R(GetHeroStatBJ(bj_HEROSTAT_AGI,s__TrigVariables__get_unitA(GlobalTV),false))*5000.00))	CHAOS	UNIVERSAL	영웅스탯
Trig_tots_R_Func053A	RRD	4500000.00	HERO	UNIVERSAL	고정
Trig_vampire_Func001Func007A	RRD	1800000.00	CHAOS	UNIVERSAL	고정
Trig_vampire_Func002Func006A	RRD	300000.00	CHAOS	UNIVERSAL	고정
Trig_vivi_Skill_3_Triple_Actions	UnitDamageTargetBJ	s__TrigVariables__get_realD(GlobalTV)	CHAOS	UNIVERSAL	변수
Trig_vivi_Skill_3_Triple_Actions	UnitDamageTargetBJ	s__TrigVariables__get_realD(GlobalTV)	CHAOS	UNIVERSAL	변수
Trig_vivi_Skill_3_Triple_Actions	UnitDamageTargetBJ	s__TrigVariables__get_realD(GlobalTV)	CHAOS	UNIVERSAL	변수
Trig_vivi_Skill_3_Triple_Actions	UnitDamageTargetBJ	s__TrigVariables__get_realD(GlobalTV)	CHAOS	UNIVERSAL	변수
Trig_vivi_Skill_4_Mana_Actions	RRD	((300000.00+(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVariables__get_unitB(GlobalTV))*0.10))*(1+s__TrigVariables__get_realC(GlobalTV)))	CHAOS	UNIVERSAL	최대체력
Trig_vivi_Skill_4_Mana_Actions	RRD	500000.00	HERO	UNIVERSAL	고정
Trig_vivi_Skill_4_Mana_Actions	RRD	((300000.00+(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVariables__get_unitD(GlobalTV))*0.10))*(1+s__TrigVariables__get_realC(GlobalTV)))	CHAOS	UNIVERSAL	최대체력
Trig_vivi_Skill_4_Mana_Actions	RRD	500000.00	HERO	UNIVERSAL	고정
Trig_vivi_Skill_5_buff_Actions	RRD	((250000.00+(GetUnitStateSwap(UNIT_STATE_LIFE,s__TrigVariables__get_unitD(GlobalTV))*(0.06)))*(1+s__TrigVariables__get_realC(GlobalTV)))	CHAOS	UNIVERSAL	현재체력
Trig_vivi_Skill_5_buff_Actions	RRD	400000.00	CHAOS	UNIVERSAL	고정
Trig_vivi_Skill_5_buff_Actions	RRD	((250000.00+(GetUnitStateSwap(UNIT_STATE_LIFE,s__TrigVariables__get_unitD(GlobalTV))*(0.06)))*(1+s__TrigVariables__get_realC(GlobalTV)))	CHAOS	UNIVERSAL	현재체력
Trig_vivi_Skill_5_buff_Actions	RRD	400000.00	CHAOS	UNIVERSAL	고정
Trig_vivi_skill_2_Actions	UnitDamageTargetBJ	((0.33*GetUnitStateSwap(UNIT_STATE_MAX_LIFE,udg_Hero_ViVi[3]))+(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,udg_Hero_ViVi[3])*(I2R(GetUnitAbilityLevelSwapped('A0LZ',udg_Hero_ViVi[2]))*(0.015))))	CHAOS	UNIVERSAL	최대체력
Trig_vivi_skill_2_Actions	UnitDamageTargetBJ	1000000.00	CHAOS	UNIVERSAL	고정
Trig_vivi_skill_2_Func005A	RRD	400000.00	CHAOS	NORMAL	고정
Trig_vivi_skill_Double2_Actions	UnitDamageTargetBJ	(((I2R(GetPlayerTechCountSimple('R018',GetOwningPlayer(GetTriggerUnit())))*25000.00)+(0.14*GetUnitStateSwap(UNIT_STATE_MAX_LIFE,GetSpellTargetUnit())))+(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,GetSpellTargetUnit())*(I2R(GetPlayerTechCountSimple('R018',GetOwningPlayer(GetTriggerUnit())))*(0.015))))	CHAOS	UNIVERSAL	최대체력
Trig_vivi_skill_Double2_Actions	UnitDamageTargetBJ	(30000.00*I2R(GetPlayerTechCountSimple('R018',GetOwningPlayer(GetTriggerUnit()))))	CHAOS	UNIVERSAL	연구
Trig_yomi2_Func001Func001Func006A	RRD	400000.00	CHAOS	NORMAL	고정
